State,commodity,Year,target_year,target_next_year_production,total_production,production_lag_1,production_lag_2,production_lag_3,rolling_3_mean,rolling_5_mean,yoy_pct_change,state_share_of_commodity,production_rank_in_commodity_year,years_observed_so_far,expanding_mean_to_date
IOWA,Milk,1989,1990,4233000000.0,4202000000.0,4040000000.0,3910000000.0,3879000000.0,4050666666.6666665,4017800000.0,0.0400990099009901,0.029202274747398935,9.0,60,5457533333.333333
KANSAS,Milk,1989,1990,1245000000.0,1256000000.0,1269000000.0,1261000000.0,1301000000.0,1262000000.0,1274400000.0,-0.01024428684003152,0.008728714203411009,28.0,60,2151250000.0
KENTUCKY,Milk,1989,1990,2255000000.0,2265000000.0,2327000000.0,2338000000.0,2327000000.0,2310000000.0,2295800000.0,-0.026643747314138374,0.015740873941660776,16.0,60,2289100000.0
LOUISIANA,Milk,1989,1990,940000000.0,950000000.0,930000000.0,881000000.0,887000000.0,920333333.3333334,911800000.0,0.021505376344086023,0.006602132558312467,33.0,60,841933333.3333334
MAINE,Milk,1989,1990,614000000.0,609000000.0,644000000.0,670000000.0,694000000.0,641000000.0,658000000.0,-0.05434782608695652,0.004232314450539255,36.0,60,650916666.6666666
MARYLAND,Milk,1989,1990,1373000000.0,1377000000.0,1443000000.0,1508000000.0,1620000000.0,1442666666.6666667,1514600000.0,-0.04573804573804574,0.00956961740294344,24.0,60,1313833333.3333333
MASSACHUSETTS,Milk,1989,1990,461000000.0,448000000.0,461000000.0,506000000.0,559000000.0,471666666.6666667,514000000.0,-0.028199566160520606,0.003113426722235774,40.0,60,711183333.3333334
MICHIGAN,Milk,1989,1990,5234000000.0,5152000000.0,5228000000.0,5248000000.0,5404000000.0,5209333333.333333,5320000000.0,-0.014537107880642693,0.035804407305711404,7.0,60,5017466666.666667
MINNESOTA,Milk,1989,1990,10030000000.0,10109000000.0,10413000000.0,10420000000.0,10614000000.0,10314000000.0,10478200000.0,-0.029194276385287623,0.07025364003366392,4.0,60,9218650000.0
MISSISSIPPI,Milk,1989,1990,749000000.0,767000000.0,794000000.0,786000000.0,841000000.0,782333333.3333334,812800000.0,-0.03400503778337532,0.005330353339184908,35.0,60,1162633333.3333333
MISSOURI,Milk,1989,1990,3040000000.0,2975000000.0,3000000000.0,2940000000.0,2930000000.0,2971666666.6666665,2943000000.0,-0.008333333333333333,0.020675099327346937,11.0,60,3397183333.3333335
MONTANA,Milk,1989,1990,325000000.0,327000000.0,352000000.0,339000000.0,338000000.0,339333333.3333333,341000000.0,-0.07102272727272728,0.002272523522703344,42.0,60,490100000.0
NEBRASKA,Milk,1989,1990,1345000000.0,1360000000.0,1364000000.0,1340000000.0,1350000000.0,1354666666.6666667,1350800000.0,-0.002932551319648094,0.009451473978215743,25.0,60,2026483333.3333333
NEVADA,Milk,1989,1990,328000000.0,295000000.0,278000000.0,263000000.0,250000000.0,278666666.6666667,265600000.0,0.06115107913669065,0.002050135899686503,43.0,60,140283333.33333334
NEW HAMPSHIRE,Milk,1989,1990,302000000.0,292000000.0,304000000.0,323000000.0,373000000.0,306333333.3333333,331200000.0,-0.039473684210526314,0.002029287060028674,44.0,60,360700000.0
NEW JERSEY,Milk,1989,1990,352000000.0,364000000.0,396000000.0,436000000.0,479000000.0,398666666.6666667,432400000.0,-0.08080808080808081,0.0025296592118165665,41.0,60,845583333.3333334
NEW MEXICO,Milk,1989,1990,1524000000.0,1243000000.0,1099000000.0,979000000.0,1092000000.0,1107000000.0,1098200000.0,0.13102820746132848,0.008638369231560418,29.0,60,388900000.0
NEW YORK,Milk,1989,1990,11067000000.0,11071000000.0,11444000000.0,11439000000.0,11718000000.0,11318000000.0,11480800000.0,-0.03259349877665152,0.0769391679506077,3.0,60,9465683333.333334
NORTH CAROLINA,Milk,1989,1990,1522000000.0,1531000000.0,1555000000.0,1555000000.0,1695000000.0,1547000000.0,1616800000.0,-0.015434083601286173,0.010639857838711986,21.0,60,1497350000.0
NORTH DAKOTA,Milk,1989,1990,1073000000.0,1030000000.0,1062000000.0,1087000000.0,1074000000.0,1059666666.6666666,1074600000.0,-0.030131826741996232,0.00715810161585457,32.0,60,1548450000.0
OHIO,Milk,1989,1990,4667000000.0,4535000000.0,4785000000.0,4840000000.0,4940000000.0,4720000000.0,4794000000.0,-0.0522466039707419,0.03151649594941793,8.0,60,4812883333.333333
OKLAHOMA,Milk,1989,1990,1245000000.0,1232000000.0,1180000000.0,1170000000.0,1190000000.0,1194000000.0,1191000000.0,0.04406779661016949,0.008561923486148378,30.0,60,1690366666.6666667
OREGON,Milk,1989,1990,1611000000.0,1509000000.0,1503000000.0,1471000000.0,1471000000.0,1494333333.3333333,1478400000.0,0.003992015968063872,0.010486966347887908,23.0,60,1211533333.3333333
PENNSYLVANIA,Milk,1989,1990,10014000000.0,9998000000.0,10204000000.0,10183000000.0,10152000000.0,10128333333.333334,10104000000.0,-0.020188161505292044,0.06948223296632426,5.0,60,6623650000.0
RHODE ISLAND,Milk,1989,1990,34200000.0,34000000.0,39000000.0,40000000.0,41000000.0,37666666.666666664,39600000.0,-0.1282051282051282,0.00023628684945539355,49.0,60,100933333.33333333
SOUTH CAROLINA,Milk,1989,1990,447000000.0,462000000.0,477000000.0,487000000.0,535000000.0,475333333.3333333,507400000.0,-0.031446540880503145,0.003210721307305642,39.0,60,543916666.6666666
SOUTH DAKOTA,Milk,1989,1990,1716000000.0,1724000000.0,1747000000.0,1718000000.0,1685000000.0,1729666666.6666667,1723600000.0,-0.01316542644533486,0.011981133190032309,20.0,60,1620300000.0
TENNESSEE,Milk,1989,1990,2022000000.0,2040000000.0,2137000000.0,2207000000.0,2221000000.0,2128000000.0,2168000000.0,-0.04539073467477773,0.014177210967323614,18.0,60,2116350000.0
TEXAS,Milk,1989,1990,5539000000.0,5170000000.0,4874000000.0,4277000000.0,4045000000.0,4773666666.666667,4466800000.0,0.060730406237176855,0.035929500343658376,6.0,60,3568250000.0
UTAH,Milk,1989,1990,1267000000.0,1170000000.0,1167000000.0,1121000000.0,1157000000.0,1152666666.6666667,1150000000.0,0.002570694087403599,0.00813104746655325,31.0,60,776800000.0
VERMONT,Milk,1989,1990,2368000000.0,2337000000.0,2389000000.0,2410000000.0,2448000000.0,2378666666.6666665,2398800000.0,-0.021766429468396818,0.01624124609344867,15.0,60,1809566666.6666667
VIRGINIA,Milk,1989,1990,2004000000.0,1991000000.0,2013000000.0,2019000000.0,2151000000.0,2007666666.6666667,2055200000.0,-0.01092896174863388,0.013836679919579075,19.0,60,1786800000.0
WASHINGTON,Milk,1989,1990,4392000000.0,4097000000.0,3966000000.0,3763000000.0,3762000000.0,3942000000.0,3867600000.0,0.033030761472516386,0.028472565359374924,10.0,60,2233750000.0
WEST VIRGINIA,Milk,1989,1990,270000000.0,279000000.0,301000000.0,349000000.0,375000000.0,309666666.6666667,337200000.0,-0.07308970099667775,0.0019389420881780824,45.0,60,601700000.0
WISCONSIN,Milk,1989,1990,24187000000.0,23898000000.0,25000000000.0,24800000000.0,24500000000.0,24566000000.0,24579600000.0,-0.04408,0.16608185671426456,1.0,60,17319283333.333332
WYOMING,Milk,1989,1990,124600000.0,124000000.0,125000000.0,120000000.0,131000000.0,123000000.0,126800000.0,-0.008,0.0008617520391902589,48.0,60,200166666.66666666
CALIFORNIA,Cheese,1990,1991,741733000.0,698984000.0,608088000.0,540676000.0,492852000.0,615916000.0,556794000.0,0.14947836497349068,0.12172592858198934,2.0,21,247029666.66666666
ILLINOIS,Cheese,1990,1991,110171000.0,110165000.0,115090000.0,108963000.0,97779000.0,111406000.0,105696400.0,-0.042792597097923366,0.019184898255517804,12.0,21,97332523.8095238
IOWA,Cheese,1990,1991,290016000.0,293151000.0,256091000.0,258943000.0,245701000.0,269395000.0,257122400.0,0.14471418363003777,0.051051351232272495,5.0,21,198281333.33333334
MINNESOTA,Cheese,1990,1991,621428000.0,654188000.0,610843000.0,635025000.0,580944000.0,633352000.0,609574400.0,0.07095931360431404,0.11392484200953733,3.0,21,462839666.6666667
MISSOURI,Cheese,1990,1991,191087000.0,189505000.0,191757000.0,181850000.0,148261000.0,187704000.0,172790800.0,-0.011744030204894737,0.033001716914736086,7.0,21,120015952.38095239
NEBRASKA,Cheese,1990,1991,130587000.0,136925000.0,112959000.0,91524000.0,94072000.0,113802666.66666667,105545600.0,0.21216547596915694,0.023845070518193394,10.0,21,74715047.61904761
NEW YORK,Cheese,1990,1991,494945000.0,507229000.0,500172000.0,509372000.0,500996000.0,505591000.0,500413800.0,0.014109146453619955,0.08833238103978613,4.0,21,336040047.61904764
NORTH DAKOTA,Cheese,1990,1991,40368000.0,44628000.0,40017000.0,41754000.0,44948000.0,42133000.0,43968000.0,0.11522602893770148,0.00777182988560113,18.0,21,47206095.23809524
OHIO,Cheese,1990,1991,92891000.0,98600000.0,92137000.0,97426000.0,97953000.0,96054333.33333333,98720600.0,0.07014554413536364,0.017170888830336815,14.0,21,83441714.28571428
OREGON,Cheese,1990,1991,40096000.0,39964000.0,34810000.0,31324000.0,30997000.0,35366000.0,32781400.0,0.14806090203964378,0.0069596085315981795,19.0,21,28601809.523809522
PENNSYLVANIA,Cheese,1990,1991,263462000.0,248597000.0,220564000.0,223161000.0,223444000.0,230774000.0,228732800.0,0.1270968970457554,0.04329240822064139,6.0,21,125464333.33333333
SOUTH DAKOTA,Cheese,1990,1991,151489000.0,156458000.0,148849000.0,134859000.0,134082000.0,146722000.0,140301400.0,0.05111891917312175,0.0272466828054446,9.0,21,92952428.57142857
UTAH,Cheese,1990,1991,71574000.0,70204000.0,65042000.0,63563000.0,58017000.0,66269666.666666664,65055200.0,0.0793641031948587,0.012225812164756246,16.0,21,64542000.0
VERMONT,Cheese,1990,1991,131558000.0,122793000.0,108371000.0,113071000.0,106444000.0,114745000.0,111453200.0,0.13307988299452805,0.02138402588380881,11.0,20,74106050.0
WASHINGTON,Cheese,1990,1991,70168000.0,71322000.0,67630000.0,53732000.0,57879000.0,64228000.0,61547600.0,0.05459115777022032,0.012420508449871017,15.0,21,41855190.47619048
WISCONSIN,Cheese,1990,1991,1965888000.0,1910230000.0,1847455000.0,1901379000.0,1874492000.0,1886354666.6666667,1869419600.0,0.033979176759379795,0.33266071978067235,1.0,21,1465782285.7142856
ALABAMA,Honey,1990,1991,552000.0,1102000.0,820000.0,1764000.0,1610000.0,1228666.6666666667,1324000.0,0.3439024390243902,0.005548534572606754,30.0,4,1324000.0
ARIZONA,Honey,1990,1991,3750000.0,3216000.0,3510000.0,3920000.0,3760000.0,3548666.6666666665,3601500.0,-0.08376068376068375,0.016192456611164537,19.0,4,3601500.0
ARKANSAS,Honey,1990,1991,3713000.0,3528000.0,2074000.0,2278000.0,2001000.0,2626666.6666666665,2470250.0,0.7010607521697203,0.01776336658090438,16.0,4,2470250.0
CALIFORNIA,Honey,1990,1991,34650000.0,20160000.0,21080000.0,24000000.0,17820000.0,21746666.666666668,20765000.0,-0.04364326375711575,0.10150495189088218,2.0,4,20765000.0
COLORADO,Honey,1990,1991,3950000.0,3520000.0,3300000.0,3984000.0,3212000.0,3601333.3333333335,3504000.0,0.06666666666666667,0.01772308683809054,17.0,4,3504000.0
FLORIDA,Honey,1990,1991,18675000.0,20900000.0,15000000.0,25200000.0,18960000.0,20366666.666666668,20015000.0,0.3933333333333333,0.10523082810116258,1.0,4,20015000.0
GEORGIA,Honey,1990,1991,4284000.0,5550000.0,3132000.0,4715000.0,4560000.0,4465666.666666667,4489250.0,0.7720306513409961,0.02794407157710298,12.0,4,4489250.0
HAWAII,Honey,1990,1991,1310000.0,1570000.0,1215000.0,1611000.0,1710000.0,1465333.3333333333,1526500.0,0.29218106995884774,0.007904899527216519,27.0,4,1526500.0
IDAHO,Honey,1990,1991,6440000.0,5600000.0,7560000.0,6731000.0,7200000.0,6630333.333333333,6772750.0,-0.25925925925925924,0.028195819969689492,11.0,4,6772750.0
ILLINOIS,Honey,1990,1991,1092000.0,920000.0,1102000.0,1932000.0,2100000.0,1318000.0,1513500.0,-0.16515426497277677,0.004632170423591845,34.0,4,1513500.0
INDIANA,Honey,1990,1991,1050000.0,1034000.0,980000.0,1885000.0,1450000.0,1299666.6666666667,1337250.0,0.05510204081632653,0.005206156758689096,31.0,4,1337250.0
IOWA,Honey,1990,1991,4130000.0,3780000.0,6030000.0,6321000.0,4532000.0,5377000.0,5165750.0,-0.373134328358209,0.019032178479540408,15.0,4,5165750.0
KANSAS,Honey,1990,1991,1820000.0,2412000.0,1702000.0,2898000.0,2346000.0,2337333.3333333335,2339500.0,0.4171562867215041,0.012144342458373404,21.0,4,2339500.0
KENTUCKY,Honey,1990,1991,175000.0,352000.0,348000.0,480000.0,350000.0,393333.3333333333,382500.0,0.011494252873563218,0.0017723086838090539,42.0,4,382500.0
LOUISIANA,Honey,1990,1991,2800000.0,3382000.0,2975000.0,3420000.0,2625000.0,3259000.0,3100500.0,0.13680672268907562,0.017028261274551763,18.0,4,3100500.0
MAINE,Honey,1990,1991,546000.0,480000.0,408000.0,364000.0,414000.0,417333.3333333333,416500.0,0.17647058823529413,0.002416784568830528,39.0,4,416500.0
MARYLAND,Honey,1990,1991,175000.0,133000.0,144000.0,175000.0,245000.0,150666.66666666666,174250.0,-0.0763888888888889,0.0006696507242801255,45.0,4,174250.0
MICHIGAN,Honey,1990,1991,7665000.0,8000000.0,7140000.0,6935000.0,6324000.0,7358333.333333333,7099750.0,0.12044817927170869,0.04027974281384213,8.0,4,7099750.0
MINNESOTA,Honey,1990,1991,16380000.0,12580000.0,15180000.0,20640000.0,17280000.0,16133333.333333334,16420000.0,-0.1712779973649539,0.06333989557476676,5.0,4,16420000.0
MISSISSIPPI,Honey,1990,1991,1008000.0,1488000.0,792000.0,1386000.0,1140000.0,1222000.0,1201500.0,0.8787878787878788,0.007492032163374637,28.0,4,1201500.0
MISSOURI,Honey,1990,1991,1820000.0,1890000.0,2046000.0,2400000.0,1950000.0,2112000.0,2071500.0,-0.07624633431085044,0.009516089239770204,25.0,4,2071500.0
MONTANA,Honey,1990,1991,7912000.0,7938000.0,6300000.0,5040000.0,9690000.0,6426000.0,7242000.0,0.26,0.039967574807034854,9.0,4,7242000.0
NEBRASKA,Honey,1990,1991,7236000.0,6608000.0,7378000.0,10848000.0,9900000.0,8278000.0,8683500.0,-0.10436432637571158,0.033271067564233606,10.0,4,8683500.0
NEVADA,Honey,1990,1991,810000.0,986000.0,810000.0,270000.0,330000.0,688666.6666666666,599000.0,0.21728395061728395,0.004964478301806043,33.0,4,599000.0
NEW JERSEY,Honey,1990,1991,341000.0,315000.0,575000.0,930000.0,850000.0,606666.6666666666,667500.0,-0.45217391304347826,0.0015860148732950341,43.0,4,667500.0
NEW MEXICO,Honey,1990,1991,1540000.0,2059000.0,1150000.0,1197000.0,950000.0,1468666.6666666667,1339000.0,0.7904347826086957,0.010366998806712619,24.0,4,1339000.0
NEW YORK,Honey,1990,1991,4774000.0,4374000.0,5546000.0,5546000.0,3960000.0,5155333.333333333,4856500.0,-0.21132347637937252,0.022022949383468188,14.0,4,4856500.0
NORTH CAROLINA,Honey,1990,1991,1044000.0,1000000.0,950000.0,966000.0,960000.0,972000.0,969000.0,0.05263157894736842,0.005034967851730267,32.0,4,969000.0
NORTH DAKOTA,Honey,1990,1991,22145000.0,18040000.0,17360000.0,16500000.0,33000000.0,17300000.0,21225000.0,0.03917050691244239,0.090830820045214,4.0,4,21225000.0
OHIO,Honey,1990,1991,2928000.0,2142000.0,1060000.0,2400000.0,2750000.0,1867333.3333333333,2088000.0,1.0207547169811322,0.01078490113840623,23.0,4,2088000.0
OKLAHOMA,Honey,1990,1991,630000.0,450000.0,585000.0,550000.0,700000.0,528333.3333333334,571250.0,-0.23076923076923078,0.00226573553327862,40.0,4,571250.0
OREGON,Honey,1990,1991,2576000.0,2562000.0,2457000.0,3120000.0,2310000.0,2713000.0,2612250.0,0.042735042735042736,0.012899587636132944,20.0,4,2612250.0
PENNSYLVANIA,Honey,1990,1991,1800000.0,1148000.0,1599000.0,2070000.0,1872000.0,1605666.6666666667,1672250.0,-0.28205128205128205,0.0057801430937863465,29.0,4,1672250.0
SOUTH CAROLINA,Honey,1990,1991,671000.0,492000.0,285000.0,560000.0,510000.0,445666.6666666667,461750.0,0.7263157894736842,0.0024772041830512914,38.0,4,461750.0
SOUTH DAKOTA,Honey,1990,1991,22725000.0,19845000.0,11515000.0,18130000.0,34840000.0,16496666.666666666,21082500.0,0.723404255319149,0.09991893701758714,3.0,4,21082500.0
TENNESSEE,Honey,1990,1991,532000.0,627000.0,625000.0,1400000.0,1925000.0,884000.0,1144250.0,0.0032,0.0031569248430348773,36.0,4,1144250.0
TEXAS,Honey,1990,1991,10920000.0,9380000.0,7840000.0,9424000.0,8880000.0,8881333.333333334,8881000.0,0.19642857142857142,0.047227998449229903,6.0,4,8881000.0
UTAH,Honey,1990,1991,1530000.0,1739000.0,2068000.0,1476000.0,1680000.0,1761000.0,1740750.0,-0.1590909090909091,0.008755809094158934,26.0,4,1740750.0
VERMONT,Honey,1990,1991,450000.0,390000.0,366000.0,357000.0,322000.0,371000.0,358750.0,0.06557377049180328,0.001963637462174804,41.0,4,358750.0
VIRGINIA,Honey,1990,1991,528000.0,544000.0,460000.0,1400000.0,1200000.0,801333.3333333334,901000.0,0.1826086956521739,0.002739022511341265,37.0,4,901000.0
WASHINGTON,Honey,1990,1991,3570000.0,4400000.0,3220000.0,3055000.0,4125000.0,3558333.3333333335,3700000.0,0.36645962732919257,0.022153858547613172,13.0,4,3700000.0
WEST VIRGINIA,Honey,1990,1991,624000.0,900000.0,1408000.0,1050000.0,861000.0,1119333.3333333333,1054750.0,-0.36079545454545453,0.00453147106655724,35.0,4,1054750.0
WISCONSIN,Honey,1990,1991,7370000.0,8400000.0,7992000.0,10098000.0,8924000.0,8830000.0,8853500.0,0.05105105105105105,0.04229372995453424,7.0,4,8853500.0
WYOMING,Honey,1990,1991,2132000.0,2280000.0,1927000.0,2769000.0,2886000.0,2325333.3333333335,2465500.0,0.18318629994810587,0.011479726701945008,22.0,4,2465500.0
ALABAMA,Milk,1990,1991,521000000.0,513000000.0,527000000.0,524000000.0,502000000.0,521333333.3333333,519000000.0,-0.026565464895635674,0.0034727722470664214,37.0,61,958475409.8360655
ALASKA,Milk,1990,1991,13300000.0,16800000.0,23300000.0,30700000.0,34800000.0,23600000.0,27420000.0,-0.27896995708154504,0.0001137282139390173,49.0,31,19290322.580645163
ARIZONA,Milk,1990,1991,1713000000.0,1645000000.0,1525000000.0,1500000000.0,1432000000.0,1556666666.6666667,1494000000.0,0.07868852459016394,0.011135887614862111,21.0,61,587606557.3770492
ARKANSAS,Milk,1990,1991,783000000.0,817000000.0,794000000.0,789000000.0,748000000.0,800000000.0,780600000.0,0.028967254408060455,0.005530711356439116,33.0,61,1012049180.3278688
CALIFORNIA,Milk,1990,1991,21407000000.0,20947000000.0,19420000000.0,18607000000.0,17928000000.0,19658000000.0,18824800000.0,0.0786302780638517,0.1418014819869402,2.0,61,8923918032.786884
COLORADO,Milk,1990,1991,1335000000.0,1323000000.0,1277000000.0,1227000000.0,1192000000.0,1275666666.6666667,1241400000.0,0.036021926389976505,0.008956096847697614,28.0,61,953344262.295082
CONNECTICUT,Milk,1990,1991,523000000.0,515000000.0,524000000.0,541000000.0,567000000.0,526666666.6666667,549400000.0,-0.01717557251908397,0.0034863113201543997,36.0,61,659213114.7540984
DELAWARE,Milk,1990,1991,130000000.0,123000000.0,127600000.0,135000000.0,139000000.0,128533333.33333333,134120000.0,-0.03605015673981191,0.0008326529949106625,47.0,61,152396721.3114754
FLORIDA,Milk,1990,1991,2508000000.0,2526000000.0,2447000000.0,2350000000.0,2209000000.0,2441000000.0,2337800000.0,0.03228442991418063,0.01709984931011653,14.0,61,1201065573.7704918
GEORGIA,Milk,1990,1991,1447000000.0,1440000000.0,1303000000.0,1235000000.0,1160000000.0,1326000000.0,1280600000.0,0.10514198004604758,0.009748132623344341,25.0,61,1158868852.4590163
HAWAII,Milk,1990,1991,141000000.0,151000000.0,154000000.0,160000000.0,156000000.0,155000000.0,155400000.0,-0.01948051948051948,0.0010222000181423579,45.0,31,143006451.61290324
IDAHO,Milk,1990,1991,2919000000.0,2949000000.0,2669000000.0,2628000000.0,2375000000.0,2748666666.6666665,2602000000.0,0.1049082053203447,0.01996336326822393,12.0,61,1562508196.7213116
ILLINOIS,Milk,1990,1991,2554000000.0,2559000000.0,2650000000.0,2763000000.0,2775000000.0,2657333333.3333335,2697600000.0,-0.034339622641509436,0.017323244016068173,13.0,61,4033000000.0
INDIANA,Milk,1990,1991,2285000000.0,2276000000.0,2229000000.0,2234000000.0,2287000000.0,2246333333.3333335,2274800000.0,0.021085688649618663,0.015407465174119249,16.0,61,2951360655.7377048
IOWA,Milk,1990,1991,4151000000.0,4233000000.0,4202000000.0,4040000000.0,3910000000.0,4158333333.3333335,4052800000.0,0.007377439314612089,0.02865544819070597,10.0,61,5437459016.393442
KANSAS,Milk,1990,1991,1230000000.0,1245000000.0,1256000000.0,1269000000.0,1261000000.0,1256666666.6666667,1266400000.0,-0.00875796178343949,0.00842807299726646,30.0,61,2136393442.6229508
KENTUCKY,Milk,1990,1991,2190000000.0,2255000000.0,2265000000.0,2327000000.0,2338000000.0,2282333333.3333335,2302400000.0,-0.004415011037527594,0.015265304906695478,17.0,61,2288540983.6065574
LOUISIANA,Milk,1990,1991,934000000.0,940000000.0,950000000.0,930000000.0,881000000.0,940000000.0,917600000.0,-0.010526315789473684,0.006363364351349778,32.0,61,843540983.6065574
MAINE,Milk,1990,1991,621000000.0,614000000.0,609000000.0,644000000.0,670000000.0,622333333.3333334,646200000.0,0.008210180623973728,0.004156495438009323,35.0,61,650311475.409836
MARYLAND,Milk,1990,1991,1419000000.0,1373000000.0,1377000000.0,1443000000.0,1508000000.0,1397666666.6666667,1464200000.0,-0.002904865649963689,0.00929457367489707,26.0,61,1314803278.6885245
MASSACHUSETTS,Milk,1990,1991,465000000.0,461000000.0,448000000.0,461000000.0,506000000.0,456666666.6666667,487000000.0,0.029017857142857144,0.0031207563467789867,38.0,61,707081967.2131147
MICHIGAN,Milk,1990,1991,5256000000.0,5234000000.0,5152000000.0,5228000000.0,5248000000.0,5204666666.666667,5253200000.0,0.01591614906832298,0.03543175427123908,7.0,61,5021016393.442623
MINNESOTA,Milk,1990,1991,9775000000.0,10030000000.0,10109000000.0,10413000000.0,10420000000.0,10184000000.0,10317200000.0,-0.00781481847858344,0.06789845153621092,4.0,61,9231950819.67213
MISSISSIPPI,Milk,1990,1991,738000000.0,749000000.0,767000000.0,794000000.0,786000000.0,770000000.0,787400000.0,-0.02346805736636245,0.005070382871447855,34.0,61,1155852459.0163934
MISSOURI,Milk,1990,1991,2865000000.0,3040000000.0,2975000000.0,3000000000.0,2940000000.0,3005000000.0,2977000000.0,0.021848739495798318,0.020579391093726942,11.0,61,3391327868.852459
MONTANA,Milk,1990,1991,330000000.0,325000000.0,327000000.0,352000000.0,339000000.0,334666666.6666667,336200000.0,-0.0061162079510703364,0.0022000993767964656,42.0,61,487393442.6229508
NEBRASKA,Milk,1990,1991,1280000000.0,1345000000.0,1360000000.0,1364000000.0,1340000000.0,1356333333.3333333,1351800000.0,-0.011029411764705883,0.009105026651665373,27.0,61,2015311475.409836
NEVADA,Milk,1990,1991,350000000.0,328000000.0,295000000.0,278000000.0,263000000.0,300333333.3333333,282800000.0,0.11186440677966102,0.002220407986428433,41.0,61,143360655.73770493
NEW HAMPSHIRE,Milk,1990,1991,318000000.0,302000000.0,292000000.0,304000000.0,323000000.0,299333333.3333333,318800000.0,0.03424657534246575,0.0020444000362847157,43.0,61,359737704.91803277
NEW JERSEY,Milk,1990,1991,354000000.0,352000000.0,364000000.0,396000000.0,436000000.0,370666666.6666667,405400000.0,-0.03296703296703297,0.002382876863484172,40.0,61,837491803.2786885
NEW MEXICO,Milk,1990,1991,1917000000.0,1524000000.0,1243000000.0,1099000000.0,979000000.0,1288666666.6666667,1187400000.0,0.22606596942880128,0.010316773693039427,23.0,61,407508196.72131145
NEW YORK,Milk,1990,1991,11179000000.0,11067000000.0,11071000000.0,11444000000.0,11439000000.0,11194000000.0,11347800000.0,-0.0003613043085538795,0.07491846093232765,3.0,61,9491934426.229507
NORTH CAROLINA,Milk,1990,1991,1527000000.0,1522000000.0,1531000000.0,1555000000.0,1555000000.0,1536000000.0,1571600000.0,-0.005878510777269758,0.01030323461995145,24.0,61,1497754098.3606558
NORTH DAKOTA,Milk,1990,1991,1035000000.0,1073000000.0,1030000000.0,1062000000.0,1087000000.0,1055000000.0,1065200000.0,0.04174757281553398,0.007263712711700332,31.0,61,1540655737.7049181
OHIO,Milk,1990,1991,4695000000.0,4667000000.0,4535000000.0,4785000000.0,4840000000.0,4662333333.333333,4753400000.0,0.029106945975744213,0.03159342705079725,8.0,61,4810491803.278688
OKLAHOMA,Milk,1990,1991,1223000000.0,1245000000.0,1232000000.0,1180000000.0,1170000000.0,1219000000.0,1203400000.0,0.010551948051948052,0.00842807299726646,30.0,61,1683065573.7704918
OREGON,Milk,1990,1991,1659000000.0,1611000000.0,1509000000.0,1503000000.0,1471000000.0,1541000000.0,1513000000.0,0.06759443339960239,0.01090572337236648,22.0,61,1218081967.2131147
PENNSYLVANIA,Milk,1990,1991,10058000000.0,10014000000.0,9998000000.0,10204000000.0,10183000000.0,10072000000.0,10110200000.0,0.0016003200640128026,0.0677901389515071,5.0,61,6679229508.196721
RHODE ISLAND,Milk,1990,1991,34400000.0,34200000.0,34000000.0,39000000.0,40000000.0,35733333.333333336,37640000.0,0.0058823529411764705,0.0002315181498044281,48.0,61,99839344.26229508
SOUTH CAROLINA,Milk,1990,1991,405000000.0,447000000.0,462000000.0,477000000.0,487000000.0,462000000.0,481600000.0,-0.032467532467532464,0.003025982835163139,39.0,61,542327868.8524591
SOUTH DAKOTA,Milk,1990,1991,1674000000.0,1716000000.0,1724000000.0,1747000000.0,1718000000.0,1729000000.0,1718000000.0,-0.004640371229698376,0.01161652470948534,20.0,61,1621868852.4590163
TENNESSEE,Milk,1990,1991,1993000000.0,2022000000.0,2040000000.0,2137000000.0,2207000000.0,2066333333.3333333,2125400000.0,-0.008823529411764706,0.013688002891946011,18.0,61,2114803278.6885245
TEXAS,Milk,1990,1991,5418000000.0,5539000000.0,5170000000.0,4874000000.0,4277000000.0,5194333333.333333,4781000000.0,0.07137330754352031,0.03749646291715576,6.0,61,3600557377.0491805
UTAH,Milk,1990,1991,1262000000.0,1267000000.0,1170000000.0,1167000000.0,1121000000.0,1201333333.3333333,1176400000.0,0.0829059829059829,0.008577002801234222,29.0,61,784836065.5737705
VERMONT,Milk,1990,1991,2408000000.0,2368000000.0,2337000000.0,2389000000.0,2410000000.0,2364666666.6666665,2390400000.0,0.013264869490800172,0.01603026253616625,15.0,61,1818721311.4754097
VIRGINIA,Milk,1990,1991,2046000000.0,2004000000.0,1991000000.0,2013000000.0,2019000000.0,2002666666.6666667,2035600000.0,0.0065293822199899544,0.013566151234154207,19.0,61,1790360655.737705
WASHINGTON,Milk,1990,1991,4459000000.0,4392000000.0,4097000000.0,3966000000.0,3763000000.0,4151666666.6666665,3996000000.0,0.07200390529655845,0.029731804501200238,9.0,61,2269131147.5409837
WEST VIRGINIA,Milk,1990,1991,270000000.0,270000000.0,279000000.0,301000000.0,349000000.0,283333333.3333333,314800000.0,-0.03225806451612903,0.001827774866877064,44.0,61,596262295.0819672
WISCONSIN,Milk,1990,1991,23770000000.0,24187000000.0,23898000000.0,25000000000.0,24800000000.0,24361666666.666668,24477000000.0,0.012093062180935643,0.16373478038946498,1.0,61,17431868852.459015
